chunk,type,seed,p_mean,p_levene
up_near,shuffle,52,0.3272159448760897,0.538559140291093
up_near,shuffle,53,0.3116384749612519,0.8208955113937354
up_near,shuffle,54,0.6112884129371992,0.00020634364010305837
up_near,shuffle,55,0.1023007137577465,0.35778377854197524
up_near,shuffle,56,0.7793168067122876,0.014544987110757454
up_near,shuffle,57,0.4885714396361278,0.0796974261105393
up_near,shuffle,58,0.0455390347612828,0.00024134245117227756
up_near,shuffle,59,0.51270019906351,0.09252196965772216
up_near,shuffle,60,0.19076282276272413,0.05426461726774953
up_near,shuffle,61,0.17514747135988992,0.4412793397746698
up_near,shuffle,62,0.22198601775376395,0.9465398529931329
up_near,shuffle,63,0.029041934488576414,0.0006302228987684187
up_near,shuffle,64,0.30488721109888395,0.4633174015439135
up_near,shuffle,65,0.09562814145557122,0.0005692329526002912
up_near,shuffle,66,0.0075674166992771635,0.899921048659808
up_near,shuffle,67,0.5850523706227096,0.012296481528832255
up_near,shuffle,68,0.8304651814243065,0.03208835818439201
up_near,shuffle,69,0.0005517503259305243,0.030872481470950418
up_near,shuffle,70,0.09565878315010294,0.3883311333143611
up_near,shuffle,71,0.021571197501922133,0.649623666096966
up_near,shuffle,72,0.5805368631127802,0.40379403524097174
up_near,shuffle,73,0.06140413619265372,0.41817226941671853
up_near,shuffle,74,0.042311275487651276,0.0016551231644207688
up_near,shuffle,75,0.01095114738884186,0.27491261592027105
up_near,shuffle,76,0.5788514079065347,0.9924112219579668
up_near,shuffle,77,7.241246808700465e-05,0.6416966563488309
up_near,shuffle,78,0.5564100109296038,0.7285488773723815
up_near,shuffle,79,0.04694981167022203,0.17195699259090444
up_near,shuffle,80,0.08945484212361081,0.31559946459404703
up_near,shuffle,81,0.26035633210568354,0.17701316692574073
up_near,shuffle,82,0.6469497370649835,0.1404092741521541
up_near,shuffle,83,0.47294910165316256,0.4078422981818267
up_near,shuffle,84,0.012415592699186927,0.00010228595759061925
up_near,shuffle,85,0.004170698587508698,0.17108501533637346
up_near,shuffle,86,0.010707505751202856,0.6032967166718294
up_near,shuffle,87,0.3904707059241898,0.0036629034155653394
up_near,shuffle,88,0.7224170550675876,0.02196118852143797
up_near,shuffle,89,0.08770520244100578,0.009804693673371149
up_near,shuffle,90,0.04843594337366456,0.4643426433444047
up_near,shuffle,91,0.0053782557645482496,0.18573226347810068
up_near,shuffle,92,0.21959079104261578,0.08408757931980292
up_near,shuffle,93,0.24216800806415967,0.2985146958720221
up_near,shuffle,94,0.37611893833093657,0.9825848091508632
up_near,shuffle,95,0.228371620769087,0.030890679095998984
up_near,shuffle,96,0.022536528692527837,0.6110003208658898
up_near,shuffle,97,0.0013597783603491267,0.8679083519567133
up_near,shuffle,98,0.1526382181176362,0.00021724826287048134
up_near,shuffle,99,0.6150656627412626,0.9048343931735366
up_near,shuffle,100,0.015739430749504534,0.02203894156168166
up_near,shuffle,101,0.8094617562396501,0.24235466424507499
up_near,shuffle,102,0.5423787734118469,0.2443128646871065
up_near,shuffle,103,0.2720410292191492,0.033063382767868556
up_near,shuffle,104,0.00020837028117419565,0.08694324953824127
up_near,shuffle,105,0.7643710067926601,0.018233606456651577
up_near,shuffle,106,0.04780879419029825,0.02129461609892081
up_near,shuffle,107,0.04807740336665999,0.9147667026279938
up_near,shuffle,108,0.9000992532196505,0.003086708964998597
up_near,shuffle,109,0.386897573703199,0.9589450758384265
up_near,shuffle,110,0.8285692801700344,0.6505655725881376
up_near,shuffle,111,0.011231888296356466,0.0047844811012955485
up_near,shuffle,112,0.24303076242042793,0.10381048046583954
up_near,shuffle,113,0.3814175787415203,0.19134491392860664
up_near,shuffle,114,0.32914206394306555,0.2688923044736767
up_near,shuffle,115,0.9928419233714434,0.48590057887607724
up_near,shuffle,116,0.01813963781380863,0.029844143394796463
up_near,shuffle,117,0.8336977666637826,0.02038551534670706
up_near,shuffle,118,0.6171227181030615,0.15421221090380438
up_near,shuffle,119,0.15006890579914042,0.05777959881120783
up_near,shuffle,120,0.3196482362995021,0.776538644456073
up_near,shuffle,121,0.019435515283597223,0.0038974884374636137
up_near,shuffle,122,0.004312565860223272,0.007771263321087478
up_near,shuffle,123,0.3200469692899414,0.13640398383318
up_near,shuffle,124,0.0014516873107235971,0.014743925682105571
up_near,shuffle,125,0.21826627000877336,0.3993541590670725
up_near,shuffle,126,0.1504187256810267,0.001676077953763937
up_near,shuffle,127,0.04703794820379083,0.9490678306443933
up_near,shuffle,128,0.013065060477304522,0.0003621959406912646
up_near,shuffle,129,0.09473765502601592,0.23942205276779294
up_near,shuffle,130,0.023126103663368723,0.003258569340994496
up_near,shuffle,131,0.47189090605553285,0.8449605379179037
up_near,shuffle,132,0.06955646990038539,0.04533083419184986
up_near,shuffle,133,0.03247300547125872,0.05282446896003639
